dataset,phase,project,run_id,run_name,state,loss_type,k,loss_label,lr,margin,scale,eer_final,eer_epoch1,eer_drop,eer_stability,diverged,n_points,sweep_url,score,toxic
RVL-CDIP,coarse,CaVL-Doc_RVL-CDIP_InternVL3-2B_Sweeps,0junsqpj,RVL-CDIP_InternVL3-2B_subcenter_arcface_20260222-232615,finished,subcenter_arcface,3,subcenter_arcface_k3,4.56582285933409e-06,0.17828594915591825,32.0,0.3810797046091164,0.4006875477463713,0.019607843137254888,0.008004868440467897,False,3,https://wandb.ai/jpcosta1990-university-of-brasilia/CaVL-Doc_RVL-CDIP_InternVL3-2B_Sweeps/runs/0junsqpj,0.3792806514809568,True
RVL-CDIP,coarse,CaVL-Doc_RVL-CDIP_InternVL3-2B_Sweeps,aiih1ldd,RVL-CDIP_InternVL3-2B_subcenter_arcface_20260223-002706,finished,subcenter_arcface,3,subcenter_arcface_k3,8.308023356463378e-05,0.3292350126435801,32.0,0.39088362617774386,0.39088362617774386,0.0,0.03685286169667601,True,3,https://wandb.ai/jpcosta1990-university-of-brasilia/CaVL-Doc_RVL-CDIP_InternVL3-2B_Sweeps/runs/aiih1ldd,0.42773648787441987,True
RVL-CDIP,coarse,CaVL-Doc_RVL-CDIP_InternVL3-2B_Sweeps,0irebjgo,RVL-CDIP_InternVL3-2B_subcenter_arcface_20260223-012732,finished,subcenter_arcface,3,subcenter_arcface_k3,6.53239318195559e-05,0.45232870928312074,32.0,0.40718105423987777,0.40718105423987777,0.0,0.01625437736259484,True,3,https://wandb.ai/jpcosta1990-university-of-brasilia/CaVL-Doc_RVL-CDIP_InternVL3-2B_Sweeps/runs/0irebjgo,0.4234354316024726,True
RVL-CDIP,coarse,CaVL-Doc_RVL-CDIP_InternVL3-2B_Sweeps,2c90dat4,RVL-CDIP_InternVL3-2B_subcenter_arcface_20260223-022801,finished,subcenter_arcface,3,subcenter_arcface_k3,2.0138075843393156e-06,0.25359651611789424,32.0,0.3712757830404889,0.39088362617774386,0.019607843137254943,0.012227638518869096,False,3,https://wandb.ai/jpcosta1990-university-of-brasilia/CaVL-Doc_RVL-CDIP_InternVL3-2B_Sweeps/runs/2c90dat4,0.37369949999073054,True
RVL-CDIP,coarse,CaVL-Doc_RVL-CDIP_InternVL3-2B_Sweeps,sajdzg6w,RVL-CDIP_InternVL3-2B_subcenter_arcface_20260223-032829,finished,subcenter_arcface,3,subcenter_arcface_k3,0.0007357523990136432,0.4536388041683904,32.0,0.44843391902215435,0.5277565571683219,0.07932263814616758,0.03718475714703482,False,3,https://wandb.ai/jpcosta1990-university-of-brasilia/CaVL-Doc_RVL-CDIP_InternVL3-2B_Sweeps/runs/sajdzg6w,0.4459573570961054,True
RVL-CDIP,coarse,CaVL-Doc_RVL-CDIP_InternVL3-2B_Sweeps,olqkvril,RVL-CDIP_InternVL3-2B_subcenter_arcface_20260223-042855,finished,subcenter_arcface,3,subcenter_arcface_k3,4.621613295369066e-05,0.2627820997829502,32.0,0.3745861981156099,0.3745861981156099,0.0,0.015365362531513122,True,3,https://wandb.ai/jpcosta1990-university-of-brasilia/CaVL-Doc_RVL-CDIP_InternVL3-2B_Sweeps/runs/olqkvril,0.389951560647123,True
RVL-CDIP,coarse,CaVL-Doc_RVL-CDIP_InternVL3-2B_Sweeps,kr753kxd,RVL-CDIP_InternVL3-2B_subcenter_arcface_20260223-052922,finished,subcenter_arcface,3,subcenter_arcface_k3,0.00013929994837501742,0.5152671513300716,32.0,0.37789661319073087,0.37789661319073087,0.0,0.030700758592927473,True,3,https://wandb.ai/jpcosta1990-university-of-brasilia/CaVL-Doc_RVL-CDIP_InternVL3-2B_Sweeps/runs/kr753kxd,0.40859737178365835,True
RVL-CDIP,coarse,CaVL-Doc_RVL-CDIP_InternVL3-2B_Sweeps,nhfoec3z,RVL-CDIP_InternVL3-2B_subcenter_arcface_20260223-062947,finished,subcenter_arcface,3,subcenter_arcface_k3,2.6462538317388612e-06,0.24220572503030072,32.0,0.3712757830404889,0.39088362617774386,0.019607843137254943,0.014679018184838175,True,3,https://wandb.ai/jpcosta1990-university-of-brasilia/CaVL-Doc_RVL-CDIP_InternVL3-2B_Sweeps/runs/nhfoec3z,0.37615087965669963,True
RVL-CDIP,coarse,CaVL-Doc_RVL-CDIP_InternVL3-2B_Sweeps,dj4bpp67,RVL-CDIP_InternVL3-2B_subcenter_arcface_20260223-073013,finished,subcenter_arcface,3,subcenter_arcface_k3,7.393788704346686e-06,0.4065741686780984,32.0,0.3810797046091164,0.3810797046091164,0.0,0.004072145935425183,True,3,https://wandb.ai/jpcosta1990-university-of-brasilia/CaVL-Doc_RVL-CDIP_InternVL3-2B_Sweeps/runs/dj4bpp67,0.3851518505445416,True
RVL-CDIP,coarse,CaVL-Doc_RVL-CDIP_InternVL3-2B_Sweeps,5fnryaf2,RVL-CDIP_InternVL3-2B_subcenter_arcface_20260223-083038,finished,subcenter_arcface,3,subcenter_arcface_k3,0.0008692803930019286,0.4777595303097007,32.0,0.41367456073338427,0.4755538579067991,0.06187929717341484,0.04789773139740549,True,3,https://wandb.ai/jpcosta1990-university-of-brasilia/CaVL-Doc_RVL-CDIP_InternVL3-2B_Sweeps/runs/5fnryaf2,0.43063264354408237,True
RVL-CDIP,coarse,CaVL-Doc_RVL-CDIP_InternVL3-2B_Sweeps,4n09lnew,RVL-CDIP_InternVL3-2B_subcenter_arcface_20260223-093103,finished,subcenter_arcface,3,subcenter_arcface_k3,0.00010009517688691323,0.2065764596849717,32.0,0.3517952635599695,0.3517952635599695,0.0,0.06984646183726703,True,3,https://wandb.ai/jpcosta1990-university-of-brasilia/CaVL-Doc_RVL-CDIP_InternVL3-2B_Sweeps/runs/4n09lnew,0.42164172539723654,True
RVL-CDIP,coarse,CaVL-Doc_RVL-CDIP_InternVL3-2B_Sweeps,rua1dtex,RVL-CDIP_InternVL3-2B_subcenter_arcface_20260223-103131,finished,subcenter_arcface,3,subcenter_arcface_k3,0.0005159669407596889,0.2007849880641172,32.0,0.491851285968933,0.491851285968933,0.0,0.010743749582581431,True,3,https://wandb.ai/jpcosta1990-university-of-brasilia/CaVL-Doc_RVL-CDIP_InternVL3-2B_Sweeps/runs/rua1dtex,0.5025950355515144,True
RVL-CDIP,coarse,CaVL-Doc_RVL-CDIP_InternVL3-2B_Sweeps,cd5jdfq4,RVL-CDIP_InternVL3-2B_subcenter_arcface_20260223-113156,finished,subcenter_arcface,3,subcenter_arcface_k3,6.407887163692072e-06,0.5794315447146265,32.0,0.3712757830404889,0.3712757830404889,0.0,0.010655873625364524,True,3,https://wandb.ai/jpcosta1990-university-of-brasilia/CaVL-Doc_RVL-CDIP_InternVL3-2B_Sweeps/runs/cd5jdfq4,0.38193165666585344,True
RVL-CDIP,coarse,CaVL-Doc_RVL-CDIP_InternVL3-2B_Sweeps,2an65xhz,RVL-CDIP_InternVL3-2B_subcenter_arcface_20260223-123223,finished,subcenter_arcface,3,subcenter_arcface_k3,1.356558953909184e-06,0.1827930748664849,32.0,0.39088362617774386,0.39088362617774386,0.0,0.0046216129489316665,True,3,https://wandb.ai/jpcosta1990-university-of-brasilia/CaVL-Doc_RVL-CDIP_InternVL3-2B_Sweeps/runs/2an65xhz,0.3955052391266755,True
RVL-CDIP,coarse,CaVL-Doc_RVL-CDIP_InternVL3-2B_Sweeps,4eucsih4,RVL-CDIP_InternVL3-2B_subcenter_cosface_20260223-133259,finished,subcenter_cosface,1,subcenter_cosface_k1,2.445773203467881e-06,0.21763876032250165,32.0,0.3680926916221034,0.3680926916221034,0.0,0.007682681265756549,False,3,https://wandb.ai/jpcosta1990-university-of-brasilia/CaVL-Doc_RVL-CDIP_InternVL3-2B_Sweeps/runs/4eucsih4,0.37577537288785995,True
RVL-CDIP,coarse,CaVL-Doc_RVL-CDIP_InternVL3-2B_Sweeps,rb3i8nl5,RVL-CDIP_InternVL3-2B_subcenter_cosface_20260223-143337,finished,subcenter_cosface,1,subcenter_cosface_k1,4.239174709135803e-05,0.35237351014104557,32.0,0.31270690094219505,0.3388082505729565,0.02610134963076144,0.01625437736259484,True,3,https://wandb.ai/jpcosta1990-university-of-brasilia/CaVL-Doc_RVL-CDIP_InternVL3-2B_Sweeps/runs/rb3i8nl5,0.31591060348940914,True
RVL-CDIP,coarse,CaVL-Doc_RVL-CDIP_InternVL3-2B_Sweeps,ofz2pexp,RVL-CDIP_InternVL3-2B_subcenter_cosface_20260223-153428,finished,subcenter_cosface,1,subcenter_cosface_k1,3.4866313555917506e-05,0.35708681554288924,32.0,0.32569391392920805,0.3745861981156099,0.048892284186401846,0.021119954816940043,False,3,https://wandb.ai/jpcosta1990-university-of-brasilia/CaVL-Doc_RVL-CDIP_InternVL3-2B_Sweeps/runs/ofz2pexp,0.3223677266529472,False
RVL-CDIP,coarse,CaVL-Doc_RVL-CDIP_InternVL3-2B_Sweeps,ej41sw38,RVL-CDIP_InternVL3-2B_subcenter_cosface_20260223-163506,finished,subcenter_cosface,1,subcenter_cosface_k1,0.0009726688878172208,0.5890917076506662,32.0,0.4567099567099567,0.4949070537305832,0.038197097020626514,0.022882154739131504,True,3,https://wandb.ai/jpcosta1990-university-of-brasilia/CaVL-Doc_RVL-CDIP_InternVL3-2B_Sweeps/runs/ej41sw38,0.4604935629387749,True
RVL-CDIP,coarse,CaVL-Doc_RVL-CDIP_InternVL3-2B_Sweeps,rw7fm7hv,RVL-CDIP_InternVL3-2B_subcenter_cosface_20260223-173542,finished,subcenter_cosface,1,subcenter_cosface_k1,1.2786762892968236e-05,0.3666602604024932,32.0,0.3615991851285969,0.3810797046091164,0.019480519480519487,0.008098825512497711,False,3,https://wandb.ai/jpcosta1990-university-of-brasilia/CaVL-Doc_RVL-CDIP_InternVL3-2B_Sweeps/runs/rw7fm7hv,0.35995775090083487,True
RVL-CDIP,coarse,CaVL-Doc_RVL-CDIP_InternVL3-2B_Sweeps,lqz1wrdd,RVL-CDIP_InternVL3-2B_subcenter_cosface_20260223-183620,finished,subcenter_cosface,1,subcenter_cosface_k1,3.028625814849734e-05,0.414681950942171,32.0,0.3354978354978355,0.3517952635599695,0.016297428062133967,0.013306794290647938,True,3,https://wandb.ai/jpcosta1990-university-of-brasilia/CaVL-Doc_RVL-CDIP_InternVL3-2B_Sweeps/runs/lqz1wrdd,0.3406559157574165,True
