run_id,run_name,loss_type,lr,margin,scale,k,eer_final,eer_epoch1,eer_drop,eer_stability,diverged,n_epochs
43tkb4xh,LA-CDIP_InternVL3-2B_subcenter_arcface_20260214-231058,subcenter_arcface,2.4231781641468566e-05,0.13504762809389634,32.0,1,0.017879353233830865,0.017879353233830865,0.0,0.0,False,3
iq69hq8i,LA-CDIP_InternVL3-2B_subcenter_arcface_20260215-001047,subcenter_arcface,7.87281389747149e-06,0.4927357188283197,32.0,3,0.010416666666666685,0.010416666666666685,0.0,0.0035179441850076995,True,3
9tpoawrt,LA-CDIP_InternVL3-2B_subcenter_arcface_20260215-011038,subcenter_arcface,2.8333101511429035e-06,0.4682526220977947,32.0,2,0.017879353233830865,0.017879353233830865,0.0,0.0035179441850076995,True,3
4o3cwwwq,LA-CDIP_InternVL3-2B_subcenter_arcface_20260215-021028,subcenter_arcface,1.513223889780184e-06,0.4671903029316461,32.0,1,0.010416666666666685,0.017879353233830865,0.00746268656716418,0.0035179441850076995,False,3
7gf34oxz,LA-CDIP_InternVL3-2B_subcenter_arcface_20260215-031019,subcenter_arcface,8.590463418475281e-06,0.49399161521003954,32.0,1,0.010416666666666685,0.010416666666666685,0.0,0.0035179441850076995,True,3
4jzxacpk,LA-CDIP_InternVL3-2B_subcenter_arcface_20260215-041010,subcenter_arcface,1.0176196852035771e-06,0.2967084947428609,32.0,1,0.017879353233830865,0.017879353233830865,0.0,0.0,False,3
dh2e9lm2,LA-CDIP_InternVL3-2B_subcenter_arcface_20260215-051001,subcenter_arcface,1.3469126542811393e-06,0.5248554765903254,32.0,1,0.010416666666666685,0.017879353233830865,0.00746268656716418,0.0035179441850076995,False,3
jk067uhf,LA-CDIP_InternVL3-2B_subcenter_arcface_20260215-061005,subcenter_arcface,1.0447456928619889e-06,0.13256607874748252,32.0,4,0.017879353233830865,0.017879353233830865,0.0,0.0,False,3
1kxsohoy,LA-CDIP_InternVL3-2B_subcenter_arcface_20260215-070956,subcenter_arcface,2.7600146379686286e-06,0.10640941864758476,32.0,3,0.010416666666666685,0.017879353233830865,0.00746268656716418,0.0035179441850076995,False,3
jzgbwg6a,LA-CDIP_InternVL3-2B_subcenter_arcface_20260215-080949,subcenter_arcface,2.4125782604009663e-05,0.1531136060379271,32.0,4,0.014925373134328358,0.017879353233830865,0.002953980099502507,0.012699998783520593,False,3
e6aupdlu,LA-CDIP_InternVL3-2B_subcenter_arcface_20260215-090937,subcenter_arcface,1.034360827778159e-06,0.28151876375611773,32.0,4,0.017879353233830865,0.017879353233830865,0.0,0.0,False,3
q6ntj77a,LA-CDIP_InternVL3-2B_subcenter_arcface_20260215-100938,subcenter_arcface,1.6447347467792974e-06,0.47462802666530224,32.0,1,0.010416666666666685,0.017879353233830865,0.00746268656716418,0.0035179441850076995,False,3
ugzmanxs,LA-CDIP_InternVL3-2B_subcenter_cosface_20260215-181837,subcenter_cosface,2.0626936816743945e-06,0.4344362999434017,32.0,1,0.017879353233830865,0.017879353233830865,0.0,0.0,False,2
bwwkkpm4,LA-CDIP_InternVL3-2B_subcenter_arcface_20260215-190244,subcenter_arcface,7.056994733621774e-06,0.1689574530894792,32.0,1,0.010416666666666685,0.010416666666666685,0.0,0.0035179441850076995,True,3
paqw1t1t,LA-CDIP_InternVL3-2B_subcenter_arcface_20260215-200248,subcenter_arcface,0.0005965355638499626,0.5862513501747543,32.0,1,0.24891169154228854,0.3383084577114428,0.08939676616915426,0.06878340143145921,True,3
yvbm3zgj,LA-CDIP_InternVL3-2B_subcenter_arcface_20260215-210243,subcenter_arcface,1.2692077741238826e-05,0.5829226632901059,32.0,1,0.017879353233830865,0.017879353233830865,0.0,0.0,False,3
ymcewost,LA-CDIP_InternVL3-2B_subcenter_arcface_20260215-220230,subcenter_arcface,7.177563590575754e-06,0.16881606573873,32.0,1,0.010416666666666685,0.010416666666666685,0.0,0.0035179441850076995,True,3
oi9qe2vv,LA-CDIP_InternVL3-2B_subcenter_arcface_20260215-230239,subcenter_arcface,1.81282738209617e-06,0.49492899752472175,32.0,1,0.010416666666666685,0.017879353233830865,0.00746268656716418,0.0035179441850076995,False,3
hs2st632,LA-CDIP_InternVL3-2B_subcenter_arcface_20260216-000234,subcenter_arcface,2.6452123315538626e-06,0.5962866977754138,32.0,1,0.010416666666666685,0.017879353233830865,0.00746268656716418,0.0035179441850076995,False,3
ili7fuc0,LA-CDIP_InternVL3-2B_subcenter_arcface_20260216-010224,subcenter_arcface,1.04792647488052e-06,0.29421802688895904,32.0,1,0.017879353233830865,0.017879353233830865,0.0,0.0,False,3
hhexec4m,LA-CDIP_InternVL3-2B_subcenter_arcface_20260216-020217,subcenter_arcface,1.0920075159138284e-06,0.10147545212107352,32.0,1,0.017879353233830865,0.017879353233830865,0.0,0.0,False,3
0x28z2j6,LA-CDIP_InternVL3-2B_subcenter_arcface_20260216-030215,subcenter_arcface,6.116166271918484e-06,0.3941530335749729,32.0,1,0.010416666666666685,0.010416666666666685,0.0,0.0035179441850076995,True,3
o0oa8wmn,LA-CDIP_InternVL3-2B_subcenter_arcface_20260216-040204,subcenter_arcface,5.187028914359432e-06,0.5290965522624845,32.0,1,0.010416666666666685,0.010416666666666685,0.0,0.0035179441850076995,True,3
xifiom2d,LA-CDIP_InternVL3-2B_subcenter_arcface_20260216-050155,subcenter_arcface,0.0002127522926072833,0.10587148487526436,32.0,1,0.07898009950248758,0.07898009950248758,0.0,0.012699998783520593,True,3
t0nqr37u,LA-CDIP_InternVL3-2B_subcenter_arcface_20260216-060142,subcenter_arcface,1.186482307866624e-06,0.3978538009934972,32.0,1,0.017879353233830865,0.017879353233830865,0.0,0.0,False,3
1n1n7s8c,LA-CDIP_InternVL3-2B_subcenter_arcface_20260216-070128,subcenter_arcface,4.00967961645577e-06,0.29544051224338475,32.0,1,0.010416666666666685,0.017879353233830865,0.00746268656716418,0.0035179441850076995,False,3
